 a11,   a22,   a33,   a12,   u1u1,     u2u2,    u3u3,     u1u2 
 -0.87130134E-05 -0.87130134E-05 -0.41247518E-01  0.67609692-316  0.41332213E-02  0.41332213E-02  0.38188963E-02  0.13886011-317
 -0.87130134E-05 -0.87130134E-05 -0.41247518E-01  0.67609692-316  0.41332195E-02  0.41332195E-02  0.38170581E-02  0.14182945-317
 -0.87130134E-05 -0.87130134E-05 -0.41247518E-01  0.67609692-316  0.41332177E-02  0.41332177E-02  0.38152199E-02  0.14479878-317
 -0.18962298E-04 -0.18962298E-04 -0.51605119E-01  0.23833567-315  0.41332150E-02  0.41332150E-02  0.38134976E-02  0.15121620-317
 -0.18962298E-04 -0.18962298E-04 -0.51605119E-01  0.23833567-315  0.41332123E-02  0.41332123E-02  0.38117752E-02  0.15763362-317
 -0.18962298E-04 -0.18962298E-04 -0.51605119E-01  0.23833567-315  0.41332096E-02  0.41332096E-02  0.38100529E-02  0.16405104-317
 -0.18962298E-04 -0.18962298E-04 -0.51605119E-01  0.23833567-315  0.41332069E-02  0.41332069E-02  0.38083305E-02  0.17046846-317
 -0.18962298E-04 -0.18962298E-04 -0.51605119E-01  0.23833567-315  0.41332042E-02  0.41332042E-02  0.38066082E-02  0.17688588-317
 -0.18962298E-04 -0.18962298E-04 -0.51605119E-01  0.23833567-315  0.41332015E-02  0.41332015E-02  0.38048858E-02  0.18330330-317
 -0.18962298E-04 -0.18962298E-04 -0.51605119E-01  0.23833567-315  0.41331989E-02  0.41331989E-02  0.38031635E-02  0.18972071-317
 -0.18962298E-04 -0.18962298E-04 -0.51605119E-01  0.23833567-315  0.41331962E-02  0.41331962E-02  0.38014411E-02  0.19613813-317
 -0.18962298E-04 -0.18962298E-04 -0.51605119E-01  0.23833567-315  0.41331935E-02  0.41331935E-02  0.37997188E-02  0.20255555-317
 -0.18962298E-04 -0.18962298E-04 -0.51605119E-01  0.23833567-315  0.41331908E-02  0.41331908E-02  0.37979965E-02  0.20897297-317
 -0.18962298E-04 -0.18962298E-04 -0.51605119E-01  0.23833567-315  0.41331881E-02  0.41331881E-02  0.37962741E-02  0.21539039-317
 -0.18962298E-04 -0.18962298E-04 -0.51605119E-01  0.23833567-315  0.41331854E-02  0.41331854E-02  0.37945518E-02  0.22180781-317
 -0.18962298E-04 -0.18962298E-04 -0.51605119E-01  0.23833567-315  0.41331827E-02  0.41331827E-02  0.37928294E-02  0.22822523-317
 -0.18962298E-04 -0.18962298E-04 -0.51605119E-01  0.23833567-315  0.41331800E-02  0.41331800E-02  0.37911071E-02  0.23464264-317
 -0.18962298E-04 -0.18962298E-04 -0.51605119E-01  0.23833567-315  0.41331774E-02  0.41331774E-02  0.37893847E-02  0.24106006-317
 -0.18962298E-04 -0.18962298E-04 -0.51605119E-01  0.23833567-315  0.41331747E-02  0.41331747E-02  0.37876624E-02  0.24747748-317
 -0.18962298E-04 -0.18962298E-04 -0.51605119E-01  0.23833567-315  0.41331720E-02  0.41331720E-02  0.37859400E-02  0.25389490-317
 -0.18962298E-04 -0.18962298E-04 -0.51605119E-01  0.23833567-315  0.41331693E-02  0.41331693E-02  0.37842177E-02  0.26031232-317
 -0.18962298E-04 -0.18962298E-04 -0.51605119E-01  0.23833567-315  0.41331666E-02  0.41331666E-02  0.37824954E-02  0.26672974-317
 -0.18962298E-04 -0.18962298E-04 -0.51605119E-01  0.23833567-315  0.41331639E-02  0.41331639E-02  0.37807730E-02  0.27314716-317
 -0.18962298E-04 -0.18962298E-04 -0.51605119E-01  0.23833567-315  0.41331612E-02  0.41331612E-02  0.37790507E-02  0.27956458-317
 -0.18962298E-04 -0.18962298E-04 -0.51605119E-01  0.23833567-315  0.41331585E-02  0.41331585E-02  0.37773283E-02  0.28598199-317
 -0.18962298E-04 -0.18962298E-04 -0.51605119E-01  0.23833567-315  0.41331558E-02  0.41331558E-02  0.37756060E-02  0.29239941-317
 -0.18962298E-04 -0.18962298E-04 -0.51605119E-01  0.23833567-315  0.41331532E-02  0.41331532E-02  0.37738836E-02  0.29881683-317
 -0.18962298E-04 -0.18962298E-04 -0.51605119E-01  0.23833567-315  0.41331505E-02  0.41331505E-02  0.37721613E-02  0.30523425-317
 -0.18962298E-04 -0.18962298E-04 -0.51605119E-01  0.23833567-315  0.41331478E-02  0.41331478E-02  0.37704390E-02  0.31165167-317
 -0.18962298E-04 -0.18962298E-04 -0.51605119E-01  0.23833567-315  0.41331451E-02  0.41331451E-02  0.37687166E-02  0.31806909-317
 -0.18962298E-04 -0.18962298E-04 -0.51605119E-01  0.23833567-315  0.41331424E-02  0.41331424E-02  0.37669943E-02  0.32448651-317
 -0.18962298E-04 -0.18962298E-04 -0.51605119E-01  0.23833567-315  0.41331397E-02  0.41331397E-02  0.37652719E-02  0.33090392-317
 -0.18962298E-04 -0.18962298E-04 -0.51605119E-01  0.23833567-315  0.41331370E-02  0.41331370E-02  0.37635496E-02  0.33732134-317
 -0.18962298E-04 -0.18962298E-04 -0.51605119E-01  0.23833567-315  0.41331343E-02  0.41331343E-02  0.37618272E-02  0.34373876-317
 -0.18962298E-04 -0.18962298E-04 -0.51605119E-01  0.23833567-315  0.41331317E-02  0.41331317E-02  0.37601049E-02  0.35015618-317
 -0.18962298E-04 -0.18962298E-04 -0.51605119E-01  0.23833567-315  0.41331290E-02  0.41331290E-02  0.37583825E-02  0.35657360-317
