 a11,   a22,   a33,   a12,   u1u1,     u2u2,    u3u3,     u1u2 
 -0.19559076E-03 -0.19559076E-03 -0.10339839E+00  0.87323128-314  0.41318322E-02  0.41318322E-02  0.34517291E-02  0.75996624-316
 -0.19559076E-03 -0.19559076E-03 -0.10339839E+00  0.87323128-314  0.41318238E-02  0.41318238E-02  0.34505340E-02  0.76633974-316
 -0.19559076E-03 -0.19559076E-03 -0.10339839E+00  0.87323128-314  0.41318153E-02  0.41318153E-02  0.34493389E-02  0.77271324-316
 -0.19559076E-03 -0.19559076E-03 -0.10339839E+00  0.87323128-314  0.41318069E-02  0.41318069E-02  0.34481438E-02  0.77908673-316
 -0.19559076E-03 -0.19559076E-03 -0.10339839E+00  0.87323128-314  0.41317984E-02  0.41317984E-02  0.34469487E-02  0.78546023-316
 -0.19559076E-03 -0.19559076E-03 -0.10339839E+00  0.87323128-314  0.41317899E-02  0.41317899E-02  0.34457536E-02  0.79183372-316
 -0.19559076E-03 -0.19559076E-03 -0.10339839E+00  0.87323128-314  0.41317815E-02  0.41317815E-02  0.34445585E-02  0.79820722-316
 -0.19559076E-03 -0.19559076E-03 -0.10339839E+00  0.87323128-314  0.41317730E-02  0.41317730E-02  0.34433634E-02  0.80458072-316
 -0.19559076E-03 -0.19559076E-03 -0.10339839E+00  0.87323128-314  0.41317646E-02  0.41317646E-02  0.34421683E-02  0.81095421-316
 -0.19559076E-03 -0.19559076E-03 -0.10339839E+00  0.87323128-314  0.41317561E-02  0.41317561E-02  0.34409733E-02  0.81732771-316
 -0.19559076E-03 -0.19559076E-03 -0.10339839E+00  0.87323128-314  0.41317477E-02  0.41317477E-02  0.34397782E-02  0.82370121-316
 -0.19559076E-03 -0.19559076E-03 -0.10339839E+00  0.87323128-314  0.41317392E-02  0.41317392E-02  0.34385831E-02  0.83007470-316
 -0.19559076E-03 -0.19559076E-03 -0.10339839E+00  0.87323128-314  0.41317308E-02  0.41317308E-02  0.34373880E-02  0.83644820-316
 -0.19559076E-03 -0.19559076E-03 -0.10339839E+00  0.87323128-314  0.41317223E-02  0.41317223E-02  0.34361929E-02  0.84282169-316
 -0.19559076E-03 -0.19559076E-03 -0.10339839E+00  0.87323128-314  0.41317139E-02  0.41317139E-02  0.34349978E-02  0.84919519-316
 -0.19559076E-03 -0.19559076E-03 -0.10339839E+00  0.87323128-314  0.41317054E-02  0.41317054E-02  0.34338027E-02  0.85556869-316
 -0.19559076E-03 -0.19559076E-03 -0.10339839E+00  0.87323128-314  0.41316970E-02  0.41316970E-02  0.34326076E-02  0.86194218-316
 -0.19559076E-03 -0.19559076E-03 -0.10339839E+00  0.87323128-314  0.41316885E-02  0.41316885E-02  0.34314125E-02  0.86831568-316
 -0.19559076E-03 -0.19559076E-03 -0.10339839E+00  0.87323128-314  0.41316801E-02  0.41316801E-02  0.34302174E-02  0.87468918-316
 -0.19559076E-03 -0.19559076E-03 -0.10339839E+00  0.87323128-314  0.41316716E-02  0.41316716E-02  0.34290223E-02  0.88106267-316
 -0.26939839E-03 -0.26939839E-03 -0.11379133E+00  0.14313486-313  0.41316619E-02  0.41316619E-02  0.34279224E-02  0.88976855-316
 -0.26939839E-03 -0.26939839E-03 -0.11379133E+00  0.14313486-313  0.41316523E-02  0.41316523E-02  0.34268225E-02  0.89847443-316
 -0.26939839E-03 -0.26939839E-03 -0.11379133E+00  0.14313486-313  0.41316426E-02  0.41316426E-02  0.34257225E-02  0.90718032-316
 -0.26939839E-03 -0.26939839E-03 -0.11379133E+00  0.14313486-313  0.41316329E-02  0.41316329E-02  0.34246226E-02  0.91588620-316
 -0.26939839E-03 -0.26939839E-03 -0.11379133E+00  0.14313486-313  0.41316232E-02  0.41316232E-02  0.34235227E-02  0.92459208-316
 -0.26939839E-03 -0.26939839E-03 -0.11379133E+00  0.14313486-313  0.41316135E-02  0.41316135E-02  0.34224228E-02  0.93329796-316
 -0.26939839E-03 -0.26939839E-03 -0.11379133E+00  0.14313486-313  0.41316038E-02  0.41316038E-02  0.34213229E-02  0.94200384-316
 -0.26939839E-03 -0.26939839E-03 -0.11379133E+00  0.14313486-313  0.41315942E-02  0.41315942E-02  0.34202230E-02  0.95070972-316
 -0.26939839E-03 -0.26939839E-03 -0.11379133E+00  0.14313486-313  0.41315845E-02  0.41315845E-02  0.34191231E-02  0.95941560-316
 -0.26939839E-03 -0.26939839E-03 -0.11379133E+00  0.14313486-313  0.41315748E-02  0.41315748E-02  0.34180232E-02  0.96812148-316
 -0.26939839E-03 -0.26939839E-03 -0.11379133E+00  0.14313486-313  0.41315651E-02  0.41315651E-02  0.34169233E-02  0.97682737-316
 -0.26939839E-03 -0.26939839E-03 -0.11379133E+00  0.14313486-313  0.41315554E-02  0.41315554E-02  0.34158233E-02  0.98553325-316
 -0.26939839E-03 -0.26939839E-03 -0.11379133E+00  0.14313486-313  0.41315457E-02  0.41315457E-02  0.34147234E-02  0.99423913-316
 -0.26939839E-03 -0.26939839E-03 -0.11379133E+00  0.14313486-313  0.41315361E-02  0.41315361E-02  0.34136235E-02  0.10029450-315
 -0.26939839E-03 -0.26939839E-03 -0.11379133E+00  0.14313486-313  0.41315264E-02  0.41315264E-02  0.34125236E-02  0.10116509-315
 -0.26939839E-03 -0.26939839E-03 -0.11379133E+00  0.14313486-313  0.41315167E-02  0.41315167E-02  0.34114237E-02  0.10203568-315
 -0.26939839E-03 -0.26939839E-03 -0.11379133E+00  0.14313486-313  0.41315070E-02  0.41315070E-02  0.34103238E-02  0.10290627-315
 -0.26939839E-03 -0.26939839E-03 -0.11379133E+00  0.14313486-313  0.41314973E-02  0.41314973E-02  0.34092239E-02  0.10377685-315
 -0.26939839E-03 -0.26939839E-03 -0.11379133E+00  0.14313486-313  0.41314876E-02  0.41314876E-02  0.34081240E-02  0.10464744-315
 -0.26939839E-03 -0.26939839E-03 -0.11379133E+00  0.14313486-313  0.41314779E-02  0.41314779E-02  0.34070241E-02  0.10551803-315
 -0.26939839E-03 -0.26939839E-03 -0.11379133E+00  0.14313486-313  0.41314683E-02  0.41314683E-02  0.34059241E-02  0.10638862-315
 -0.26939839E-03 -0.26939839E-03 -0.11379133E+00  0.14313486-313  0.41314586E-02  0.41314586E-02  0.34048242E-02  0.10725921-315
 -0.26939839E-03 -0.26939839E-03 -0.11379133E+00  0.14313486-313  0.41314489E-02  0.41314489E-02  0.34037243E-02  0.10812979-315
 -0.26939839E-03 -0.26939839E-03 -0.11379133E+00  0.14313486-313  0.41314392E-02  0.41314392E-02  0.34026244E-02  0.10900038-315
 -0.26939839E-03 -0.26939839E-03 -0.11379133E+00  0.14313486-313  0.41314295E-02  0.41314295E-02  0.34015245E-02  0.10987097-315
 -0.26939839E-03 -0.26939839E-03 -0.11379133E+00  0.14313486-313  0.41314198E-02  0.41314198E-02  0.34004246E-02  0.11074156-315
 -0.26939839E-03 -0.26939839E-03 -0.11379133E+00  0.14313486-313  0.41314102E-02  0.41314102E-02  0.33993247E-02  0.11161215-315
 -0.26939839E-03 -0.26939839E-03 -0.11379133E+00  0.14313486-313  0.41314005E-02  0.41314005E-02  0.33982248E-02  0.11248273-315
 -0.26939839E-03 -0.26939839E-03 -0.11379133E+00  0.14313486-313  0.41313908E-02  0.41313908E-02  0.33971248E-02  0.11335332-315
 -0.26939839E-03 -0.26939839E-03 -0.11379133E+00  0.14313486-313  0.41313811E-02  0.41313811E-02  0.33960249E-02  0.11422391-315
 -0.26939839E-03 -0.26939839E-03 -0.11379133E+00  0.14313486-313  0.41313714E-02  0.41313714E-02  0.33949250E-02  0.11509450-315
 -0.26939839E-03 -0.26939839E-03 -0.11379133E+00  0.14313486-313  0.41313617E-02  0.41313617E-02  0.33938251E-02  0.11596509-315
 -0.26939839E-03 -0.26939839E-03 -0.11379133E+00  0.14313486-313  0.41313521E-02  0.41313521E-02  0.33927252E-02  0.11683568-315
 -0.26939839E-03 -0.26939839E-03 -0.11379133E+00  0.14313486-313  0.41313424E-02  0.41313424E-02  0.33916253E-02  0.11770626-315
 -0.26939839E-03 -0.26939839E-03 -0.11379133E+00  0.14313486-313  0.41313327E-02  0.41313327E-02  0.33905254E-02  0.11857685-315
 -0.26939839E-03 -0.26939839E-03 -0.11379133E+00  0.14313486-313  0.41313230E-02  0.41313230E-02  0.33894255E-02  0.11944744-315
 -0.26939839E-03 -0.26939839E-03 -0.11379133E+00  0.14313486-313  0.41313133E-02  0.41313133E-02  0.33883256E-02  0.12031803-315
 -0.26939839E-03 -0.26939839E-03 -0.11379133E+00  0.14313486-313  0.41313036E-02  0.41313036E-02  0.33872256E-02  0.12118862-315
 -0.26939839E-03 -0.26939839E-03 -0.11379133E+00  0.14313486-313  0.41312940E-02  0.41312940E-02  0.33861257E-02  0.12205920-315
 -0.26939839E-03 -0.26939839E-03 -0.11379133E+00  0.14313486-313  0.41312843E-02  0.41312843E-02  0.33850258E-02  0.12292979-315
 -0.26939839E-03 -0.26939839E-03 -0.11379133E+00  0.14313486-313  0.41312746E-02  0.41312746E-02  0.33839259E-02  0.12380038-315
 -0.26939839E-03 -0.26939839E-03 -0.11379133E+00  0.14313486-313  0.41312649E-02  0.41312649E-02  0.33828260E-02  0.12467097-315
 -0.26939839E-03 -0.26939839E-03 -0.11379133E+00  0.14313486-313  0.41312552E-02  0.41312552E-02  0.33817261E-02  0.12554156-315
 -0.26939839E-03 -0.26939839E-03 -0.11379133E+00  0.14313486-313  0.41312455E-02  0.41312455E-02  0.33806262E-02  0.12641215-315
 -0.26939839E-03 -0.26939839E-03 -0.11379133E+00  0.14313486-313  0.41312358E-02  0.41312358E-02  0.33795263E-02  0.12728273-315
 -0.26939839E-03 -0.26939839E-03 -0.11379133E+00  0.14313486-313  0.41312262E-02  0.41312262E-02  0.33784264E-02  0.12815332-315
 -0.26939839E-03 -0.26939839E-03 -0.11379133E+00  0.14313486-313  0.41312165E-02  0.41312165E-02  0.33773264E-02  0.12902391-315
 -0.26939839E-03 -0.26939839E-03 -0.11379133E+00  0.14313486-313  0.41312068E-02  0.41312068E-02  0.33762265E-02  0.12989450-315
 -0.26939839E-03 -0.26939839E-03 -0.11379133E+00  0.14313486-313  0.41311971E-02  0.41311971E-02  0.33751266E-02  0.13076509-315
 -0.26939839E-03 -0.26939839E-03 -0.11379133E+00  0.14313486-313  0.41311874E-02  0.41311874E-02  0.33740267E-02  0.13163567-315
 -0.26939839E-03 -0.26939839E-03 -0.11379133E+00  0.14313486-313  0.41311777E-02  0.41311777E-02  0.33729268E-02  0.13250626-315
 -0.26939839E-03 -0.26939839E-03 -0.11379133E+00  0.14313486-313  0.41311681E-02  0.41311681E-02  0.33718269E-02  0.13337685-315
 -0.26939839E-03 -0.26939839E-03 -0.11379133E+00  0.14313486-313  0.41311584E-02  0.41311584E-02  0.33707270E-02  0.13424744-315
 -0.26939839E-03 -0.26939839E-03 -0.11379133E+00  0.14313486-313  0.41311487E-02  0.41311487E-02  0.33696271E-02  0.13511803-315
 -0.26939839E-03 -0.26939839E-03 -0.11379133E+00  0.14313486-313  0.41311390E-02  0.41311390E-02  0.33685272E-02  0.13598861-315
 -0.26939839E-03 -0.26939839E-03 -0.11379133E+00  0.14313486-313  0.41311293E-02  0.41311293E-02  0.33674272E-02  0.13685920-315
 -0.26939839E-03 -0.26939839E-03 -0.11379133E+00  0.14313486-313  0.41311196E-02  0.41311196E-02  0.33663273E-02  0.13772979-315
 -0.26939839E-03 -0.26939839E-03 -0.11379133E+00  0.14313486-313  0.41311100E-02  0.41311100E-02  0.33652274E-02  0.13860038-315
 -0.36019106E-03 -0.36019106E-03 -0.12406547E+00  0.22495317-313  0.41310991E-02  0.41310991E-02  0.33642181E-02  0.13975447-315
 -0.36019106E-03 -0.36019106E-03 -0.12406547E+00  0.22495317-313  0.41310882E-02  0.41310882E-02  0.33632087E-02  0.14090856-315
 -0.36019106E-03 -0.36019106E-03 -0.12406547E+00  0.22495317-313  0.41310773E-02  0.41310773E-02  0.33621993E-02  0.14206266-315
 -0.36019106E-03 -0.36019106E-03 -0.12406547E+00  0.22495317-313  0.41310665E-02  0.41310665E-02  0.33611900E-02  0.14321675-315
 -0.36019106E-03 -0.36019106E-03 -0.12406547E+00  0.22495317-313  0.41310556E-02  0.41310556E-02  0.33601806E-02  0.14437084-315
 -0.36019106E-03 -0.36019106E-03 -0.12406547E+00  0.22495317-313  0.41310447E-02  0.41310447E-02  0.33591713E-02  0.14552494-315
 -0.36019106E-03 -0.36019106E-03 -0.12406547E+00  0.22495317-313  0.41310339E-02  0.41310339E-02  0.33581619E-02  0.14667903-315
 -0.36019106E-03 -0.36019106E-03 -0.12406547E+00  0.22495317-313  0.41310230E-02  0.41310230E-02  0.33571526E-02  0.14783312-315
 -0.36019106E-03 -0.36019106E-03 -0.12406547E+00  0.22495317-313  0.41310121E-02  0.41310121E-02  0.33561432E-02  0.14898721-315
 -0.36019106E-03 -0.36019106E-03 -0.12406547E+00  0.22495317-313  0.41310012E-02  0.41310012E-02  0.33551339E-02  0.15014131-315
 -0.36019106E-03 -0.36019106E-03 -0.12406547E+00  0.22495317-313  0.41309904E-02  0.41309904E-02  0.33541245E-02  0.15129540-315
 -0.36019106E-03 -0.36019106E-03 -0.12406547E+00  0.22495317-313  0.41309795E-02  0.41309795E-02  0.33531151E-02  0.15244949-315
 -0.36019106E-03 -0.36019106E-03 -0.12406547E+00  0.22495317-313  0.41309686E-02  0.41309686E-02  0.33521058E-02  0.15360359-315
 -0.36019106E-03 -0.36019106E-03 -0.12406547E+00  0.22495317-313  0.41309578E-02  0.41309578E-02  0.33510964E-02  0.15475768-315
 -0.36019106E-03 -0.36019106E-03 -0.12406547E+00  0.22495317-313  0.41309469E-02  0.41309469E-02  0.33500871E-02  0.15591177-315
 -0.36019106E-03 -0.36019106E-03 -0.12406547E+00  0.22495317-313  0.41309360E-02  0.41309360E-02  0.33490777E-02  0.15706587-315
 -0.36019106E-03 -0.36019106E-03 -0.12406547E+00  0.22495317-313  0.41309251E-02  0.41309251E-02  0.33480684E-02  0.15821996-315
 -0.36019106E-03 -0.36019106E-03 -0.12406547E+00  0.22495317-313  0.41309143E-02  0.41309143E-02  0.33470590E-02  0.15937405-315
 -0.36019106E-03 -0.36019106E-03 -0.12406547E+00  0.22495317-313  0.41309034E-02  0.41309034E-02  0.33460497E-02  0.16052814-315
 -0.36019106E-03 -0.36019106E-03 -0.12406547E+00  0.22495317-313  0.41308925E-02  0.41308925E-02  0.33450403E-02  0.16168224-315
 -0.36019106E-03 -0.36019106E-03 -0.12406547E+00  0.22495317-313  0.41308817E-02  0.41308817E-02  0.33440309E-02  0.16283633-315
 -0.36019106E-03 -0.36019106E-03 -0.12406547E+00  0.22495317-313  0.41308708E-02  0.41308708E-02  0.33430216E-02  0.16399042-315
 -0.36019106E-03 -0.36019106E-03 -0.12406547E+00  0.22495317-313  0.41308599E-02  0.41308599E-02  0.33420122E-02  0.16514452-315
 -0.36019106E-03 -0.36019106E-03 -0.12406547E+00  0.22495317-313  0.41308491E-02  0.41308491E-02  0.33410029E-02  0.16629861-315
 -0.36019106E-03 -0.36019106E-03 -0.12406547E+00  0.22495317-313  0.41308382E-02  0.41308382E-02  0.33399935E-02  0.16745270-315
 -0.36019106E-03 -0.36019106E-03 -0.12406547E+00  0.22495317-313  0.41308273E-02  0.41308273E-02  0.33389842E-02  0.16860679-315
 -0.36019106E-03 -0.36019106E-03 -0.12406547E+00  0.22495317-313  0.41308164E-02  0.41308164E-02  0.33379748E-02  0.16976089-315
 -0.36019106E-03 -0.36019106E-03 -0.12406547E+00  0.22495317-313  0.41308056E-02  0.41308056E-02  0.33369654E-02  0.17091498-315
 -0.36019106E-03 -0.36019106E-03 -0.12406547E+00  0.22495317-313  0.41307947E-02  0.41307947E-02  0.33359561E-02  0.17206907-315
 -0.36019106E-03 -0.36019106E-03 -0.12406547E+00  0.22495317-313  0.41307838E-02  0.41307838E-02  0.33349467E-02  0.17322317-315
 -0.36019106E-03 -0.36019106E-03 -0.12406547E+00  0.22495317-313  0.41307730E-02  0.41307730E-02  0.33339374E-02  0.17437726-315
 -0.36019106E-03 -0.36019106E-03 -0.12406547E+00  0.22495317-313  0.41307621E-02  0.41307621E-02  0.33329280E-02  0.17553135-315
 -0.36019106E-03 -0.36019106E-03 -0.12406547E+00  0.22495317-313  0.41307512E-02  0.41307512E-02  0.33319187E-02  0.17668544-315
 -0.36019106E-03 -0.36019106E-03 -0.12406547E+00  0.22495317-313  0.41307403E-02  0.41307403E-02  0.33309093E-02  0.17783954-315
 -0.36019106E-03 -0.36019106E-03 -0.12406547E+00  0.22495317-313  0.41307295E-02  0.41307295E-02  0.33299000E-02  0.17899363-315
 -0.36019106E-03 -0.36019106E-03 -0.12406547E+00  0.22495317-313  0.41307186E-02  0.41307186E-02  0.33288906E-02  0.18014772-315
 -0.36019106E-03 -0.36019106E-03 -0.12406547E+00  0.22495317-313  0.41307077E-02  0.41307077E-02  0.33278812E-02  0.18130182-315
 -0.36019106E-03 -0.36019106E-03 -0.12406547E+00  0.22495317-313  0.41306969E-02  0.41306969E-02  0.33268719E-02  0.18245591-315
 -0.36019106E-03 -0.36019106E-03 -0.12406547E+00  0.22495317-313  0.41306860E-02  0.41306860E-02  0.33258625E-02  0.18361000-315
 -0.36019106E-03 -0.36019106E-03 -0.12406547E+00  0.22495317-313  0.41306751E-02  0.41306751E-02  0.33248532E-02  0.18476409-315
 -0.36019106E-03 -0.36019106E-03 -0.12406547E+00  0.22495317-313  0.41306643E-02  0.41306643E-02  0.33238438E-02  0.18591819-315
 -0.36019106E-03 -0.36019106E-03 -0.12406547E+00  0.22495317-313  0.41306534E-02  0.41306534E-02  0.33228345E-02  0.18707228-315
 -0.36019106E-03 -0.36019106E-03 -0.12406547E+00  0.22495317-313  0.41306425E-02  0.41306425E-02  0.33218251E-02  0.18822637-315
 -0.36019106E-03 -0.36019106E-03 -0.12406547E+00  0.22495317-313  0.41306316E-02  0.41306316E-02  0.33208158E-02  0.18938047-315
 -0.36019106E-03 -0.36019106E-03 -0.12406547E+00  0.22495317-313  0.41306208E-02  0.41306208E-02  0.33198064E-02  0.19053456-315
 -0.36019106E-03 -0.36019106E-03 -0.12406547E+00  0.22495317-313  0.41306099E-02  0.41306099E-02  0.33187970E-02  0.19168865-315
 -0.36019106E-03 -0.36019106E-03 -0.12406547E+00  0.22495317-313  0.41305990E-02  0.41305990E-02  0.33177877E-02  0.19284274-315
 -0.36019106E-03 -0.36019106E-03 -0.12406547E+00  0.22495317-313  0.41305882E-02  0.41305882E-02  0.33167783E-02  0.19399684-315
 -0.36019106E-03 -0.36019106E-03 -0.12406547E+00  0.22495317-313  0.41305773E-02  0.41305773E-02  0.33157690E-02  0.19515093-315
 -0.36019106E-03 -0.36019106E-03 -0.12406547E+00  0.22495317-313  0.41305664E-02  0.41305664E-02  0.33147596E-02  0.19630502-315
 -0.36019106E-03 -0.36019106E-03 -0.12406547E+00  0.22495317-313  0.41305555E-02  0.41305555E-02  0.33137503E-02  0.19745912-315
 -0.36019106E-03 -0.36019106E-03 -0.12406547E+00  0.22495317-313  0.41305447E-02  0.41305447E-02  0.33127409E-02  0.19861321-315
 -0.36019106E-03 -0.36019106E-03 -0.12406547E+00  0.22495317-313  0.41305338E-02  0.41305338E-02  0.33117316E-02  0.19976730-315
 -0.36019106E-03 -0.36019106E-03 -0.12406547E+00  0.22495317-313  0.41305229E-02  0.41305229E-02  0.33107222E-02  0.20092139-315
 -0.36019106E-03 -0.36019106E-03 -0.12406547E+00  0.22495317-313  0.41305121E-02  0.41305121E-02  0.33097128E-02  0.20207549-315
 -0.36019106E-03 -0.36019106E-03 -0.12406547E+00  0.22495317-313  0.41305012E-02  0.41305012E-02  0.33087035E-02  0.20322958-315
 -0.36019106E-03 -0.36019106E-03 -0.12406547E+00  0.22495317-313  0.41304903E-02  0.41304903E-02  0.33076941E-02  0.20438367-315
 -0.36019106E-03 -0.36019106E-03 -0.12406547E+00  0.22495317-313  0.41304794E-02  0.41304794E-02  0.33066848E-02  0.20553777-315
 -0.36019106E-03 -0.36019106E-03 -0.12406547E+00  0.22495317-313  0.41304686E-02  0.41304686E-02  0.33056754E-02  0.20669186-315
 -0.36019106E-03 -0.36019106E-03 -0.12406547E+00  0.22495317-313  0.41304577E-02  0.41304577E-02  0.33046661E-02  0.20784595-315
 -0.36019106E-03 -0.36019106E-03 -0.12406547E+00  0.22495317-313  0.41304468E-02  0.41304468E-02  0.33036567E-02  0.20900004-315
 -0.36019106E-03 -0.36019106E-03 -0.12406547E+00  0.22495317-313  0.41304360E-02  0.41304360E-02  0.33026473E-02  0.21015414-315
 -0.36019106E-03 -0.36019106E-03 -0.12406547E+00  0.22495317-313  0.41304251E-02  0.41304251E-02  0.33016380E-02  0.21130823-315
 -0.36019106E-03 -0.36019106E-03 -0.12406547E+00  0.22495317-313  0.41304142E-02  0.41304142E-02  0.33006286E-02  0.21246232-315
 -0.47259635E-03 -0.47259635E-03 -0.13447002E+00  0.34454260-313  0.41304022E-02  0.41304022E-02  0.32997074E-02  0.21396316-315
 -0.47259635E-03 -0.47259635E-03 -0.13447002E+00  0.34454260-313  0.41303902E-02  0.41303902E-02  0.32987861E-02  0.21546399-315
 -0.47259635E-03 -0.47259635E-03 -0.13447002E+00  0.34454260-313  0.41303782E-02  0.41303782E-02  0.32978648E-02  0.21696482-315
 -0.47259635E-03 -0.47259635E-03 -0.13447002E+00  0.34454260-313  0.41303662E-02  0.41303662E-02  0.32969436E-02  0.21846566-315
 -0.47259635E-03 -0.47259635E-03 -0.13447002E+00  0.34454260-313  0.41303541E-02  0.41303541E-02  0.32960223E-02  0.21996649-315
 -0.47259635E-03 -0.47259635E-03 -0.13447002E+00  0.34454260-313  0.41303421E-02  0.41303421E-02  0.32951010E-02  0.22146732-315
 -0.47259635E-03 -0.47259635E-03 -0.13447002E+00  0.34454260-313  0.41303301E-02  0.41303301E-02  0.32941798E-02  0.22296816-315
 -0.47259635E-03 -0.47259635E-03 -0.13447002E+00  0.34454260-313  0.41303181E-02  0.41303181E-02  0.32932585E-02  0.22446899-315
 -0.47259635E-03 -0.47259635E-03 -0.13447002E+00  0.34454260-313  0.41303061E-02  0.41303061E-02  0.32923372E-02  0.22596982-315
 -0.47259635E-03 -0.47259635E-03 -0.13447002E+00  0.34454260-313  0.41302941E-02  0.41302941E-02  0.32914160E-02  0.22747065-315
 -0.47259635E-03 -0.47259635E-03 -0.13447002E+00  0.34454260-313  0.41302820E-02  0.41302820E-02  0.32904947E-02  0.22897149-315
 -0.47259635E-03 -0.47259635E-03 -0.13447002E+00  0.34454260-313  0.41302700E-02  0.41302700E-02  0.32895734E-02  0.23047232-315
 -0.47259635E-03 -0.47259635E-03 -0.13447002E+00  0.34454260-313  0.41302580E-02  0.41302580E-02  0.32886522E-02  0.23197315-315
 -0.47259635E-03 -0.47259635E-03 -0.13447002E+00  0.34454260-313  0.41302460E-02  0.41302460E-02  0.32877309E-02  0.23347399-315
 -0.47259635E-03 -0.47259635E-03 -0.13447002E+00  0.34454260-313  0.41302340E-02  0.41302340E-02  0.32868096E-02  0.23497482-315
 -0.47259635E-03 -0.47259635E-03 -0.13447002E+00  0.34454260-313  0.41302220E-02  0.41302220E-02  0.32858884E-02  0.23647565-315
 -0.47259635E-03 -0.47259635E-03 -0.13447002E+00  0.34454260-313  0.41302099E-02  0.41302099E-02  0.32849671E-02  0.23797649-315
 -0.47259635E-03 -0.47259635E-03 -0.13447002E+00  0.34454260-313  0.41301979E-02  0.41301979E-02  0.32840459E-02  0.23947732-315
 -0.47259635E-03 -0.47259635E-03 -0.13447002E+00  0.34454260-313  0.41301859E-02  0.41301859E-02  0.32831246E-02  0.24097815-315
 -0.47259635E-03 -0.47259635E-03 -0.13447002E+00  0.34454260-313  0.41301739E-02  0.41301739E-02  0.32822033E-02  0.24247899-315
 -0.47259635E-03 -0.47259635E-03 -0.13447002E+00  0.34454260-313  0.41301619E-02  0.41301619E-02  0.32812821E-02  0.24397982-315
 -0.47259635E-03 -0.47259635E-03 -0.13447002E+00  0.34454260-313  0.41301498E-02  0.41301498E-02  0.32803608E-02  0.24548065-315
 -0.47259635E-03 -0.47259635E-03 -0.13447002E+00  0.34454260-313  0.41301378E-02  0.41301378E-02  0.32794395E-02  0.24698148-315
 -0.47259635E-03 -0.47259635E-03 -0.13447002E+00  0.34454260-313  0.41301258E-02  0.41301258E-02  0.32785183E-02  0.24848232-315
 -0.47259635E-03 -0.47259635E-03 -0.13447002E+00  0.34454260-313  0.41301138E-02  0.41301138E-02  0.32775970E-02  0.24998315-315
 -0.47259635E-03 -0.47259635E-03 -0.13447002E+00  0.34454260-313  0.41301018E-02  0.41301018E-02  0.32766757E-02  0.25148398-315
 -0.47259635E-03 -0.47259635E-03 -0.13447002E+00  0.34454260-313  0.41300898E-02  0.41300898E-02  0.32757545E-02  0.25298482-315
 -0.47259635E-03 -0.47259635E-03 -0.13447002E+00  0.34454260-313  0.41300777E-02  0.41300777E-02  0.32748332E-02  0.25448565-315
 -0.47259635E-03 -0.47259635E-03 -0.13447002E+00  0.34454260-313  0.41300657E-02  0.41300657E-02  0.32739119E-02  0.25598648-315
 -0.47259635E-03 -0.47259635E-03 -0.13447002E+00  0.34454260-313  0.41300537E-02  0.41300537E-02  0.32729907E-02  0.25748732-315
 -0.47259635E-03 -0.47259635E-03 -0.13447002E+00  0.34454260-313  0.41300417E-02  0.41300417E-02  0.32720694E-02  0.25898815-315
 -0.47259635E-03 -0.47259635E-03 -0.13447002E+00  0.34454260-313  0.41300297E-02  0.41300297E-02  0.32711481E-02  0.26048898-315
 -0.47259635E-03 -0.47259635E-03 -0.13447002E+00  0.34454260-313  0.41300177E-02  0.41300177E-02  0.32702269E-02  0.26198982-315
 -0.47259635E-03 -0.47259635E-03 -0.13447002E+00  0.34454260-313  0.41300056E-02  0.41300056E-02  0.32693056E-02  0.26349065-315
 -0.47259635E-03 -0.47259635E-03 -0.13447002E+00  0.34454260-313  0.41299936E-02  0.41299936E-02  0.32683843E-02  0.26499148-315
 -0.47259635E-03 -0.47259635E-03 -0.13447002E+00  0.34454260-313  0.41299816E-02  0.41299816E-02  0.32674631E-02  0.26649231-315
 -0.47259635E-03 -0.47259635E-03 -0.13447002E+00  0.34454260-313  0.41299696E-02  0.41299696E-02  0.32665418E-02  0.26799315-315
 -0.47259635E-03 -0.47259635E-03 -0.13447002E+00  0.34454260-313  0.41299576E-02  0.41299576E-02  0.32656205E-02  0.26949398-315
 -0.47259635E-03 -0.47259635E-03 -0.13447002E+00  0.34454260-313  0.41299456E-02  0.41299456E-02  0.32646993E-02  0.27099481-315
 -0.47259635E-03 -0.47259635E-03 -0.13447002E+00  0.34454260-313  0.41299335E-02  0.41299335E-02  0.32637780E-02  0.27249565-315
 -0.47259635E-03 -0.47259635E-03 -0.13447002E+00  0.34454260-313  0.41299215E-02  0.41299215E-02  0.32628567E-02  0.27399648-315
 -0.47259635E-03 -0.47259635E-03 -0.13447002E+00  0.34454260-313  0.41299095E-02  0.41299095E-02  0.32619355E-02  0.27549731-315
 -0.47259635E-03 -0.47259635E-03 -0.13447002E+00  0.34454260-313  0.41298975E-02  0.41298975E-02  0.32610142E-02  0.27699815-315
 -0.47259635E-03 -0.47259635E-03 -0.13447002E+00  0.34454260-313  0.41298855E-02  0.41298855E-02  0.32600929E-02  0.27849898-315
 -0.47259635E-03 -0.47259635E-03 -0.13447002E+00  0.34454260-313  0.41298735E-02  0.41298735E-02  0.32591717E-02  0.27999981-315
 -0.47259635E-03 -0.47259635E-03 -0.13447002E+00  0.34454260-313  0.41298614E-02  0.41298614E-02  0.32582504E-02  0.28150065-315
