         n,            x ,         t,                    s,     Pk,     k,    epsilon 
    1641       0  0.16410000E+01  0.00000000E+00  0.17102002E-02  0.21205037E-01  0.14306942E-02
    1642       0  0.16420000E+01  0.00000000E+00  0.17156496E-02  0.21194944E-01  0.14306304E-02
    1643       0  0.16430000E+01  0.00000000E+00  0.17156496E-02  0.21184851E-01  0.14305667E-02
    1644       0  0.16440000E+01  0.00000000E+00  0.17156496E-02  0.21174757E-01  0.14305029E-02
    1645       0  0.16450000E+01  0.00000000E+00  0.17156496E-02  0.21164664E-01  0.14304392E-02
    1646       0  0.16460000E+01  0.00000000E+00  0.17156496E-02  0.21154571E-01  0.14303754E-02
    1647       0  0.16470000E+01  0.00000000E+00  0.17156496E-02  0.21144477E-01  0.14303117E-02
    1648       0  0.16480000E+01  0.00000000E+00  0.17211659E-02  0.21134413E-01  0.14302499E-02
    1649       0  0.16490000E+01  0.00000000E+00  0.17211659E-02  0.21124348E-01  0.14301882E-02
    1650       0  0.16500000E+01  0.00000000E+00  0.17211659E-02  0.21114283E-01  0.14301265E-02
    1651       0  0.16510000E+01  0.00000000E+00  0.17211659E-02  0.21104218E-01  0.14300647E-02
    1652       0  0.16520000E+01  0.00000000E+00  0.17211659E-02  0.21094153E-01  0.14300030E-02
    1653       0  0.16530000E+01  0.00000000E+00  0.17211659E-02  0.21084089E-01  0.14299413E-02
    1654       0  0.16540000E+01  0.00000000E+00  0.17267490E-02  0.21074052E-01  0.14298816E-02
    1655       0  0.16550000E+01  0.00000000E+00  0.17267490E-02  0.21064016E-01  0.14298219E-02
    1656       0  0.16560000E+01  0.00000000E+00  0.17267490E-02  0.21053979E-01  0.14297622E-02
    1657       0  0.16570000E+01  0.00000000E+00  0.17267490E-02  0.21043943E-01  0.14297025E-02
    1658       0  0.16580000E+01  0.00000000E+00  0.17267490E-02  0.21033906E-01  0.14296428E-02
    1659       0  0.16590000E+01  0.00000000E+00  0.17267490E-02  0.21023870E-01  0.14295831E-02
    1660       0  0.16600000E+01  0.00000000E+00  0.17323987E-02  0.21013861E-01  0.14295255E-02
    1661       0  0.16610000E+01  0.00000000E+00  0.17323987E-02  0.21003853E-01  0.14294678E-02
    1662       0  0.16620000E+01  0.00000000E+00  0.17323987E-02  0.20993845E-01  0.14294102E-02
    1663       0  0.16630000E+01  0.00000000E+00  0.17323987E-02  0.20983836E-01  0.14293525E-02
    1664       0  0.16640000E+01  0.00000000E+00  0.17323987E-02  0.20973828E-01  0.14292949E-02
    1665       0  0.16650000E+01  0.00000000E+00  0.17323987E-02  0.20963820E-01  0.14292372E-02
    1666       0  0.16660000E+01  0.00000000E+00  0.17381151E-02  0.20953839E-01  0.14291816E-02
    1667       0  0.16670000E+01  0.00000000E+00  0.17381151E-02  0.20943859E-01  0.14291260E-02
    1668       0  0.16680000E+01  0.00000000E+00  0.17381151E-02  0.20933878E-01  0.14290704E-02
    1669       0  0.16690000E+01  0.00000000E+00  0.17381151E-02  0.20923898E-01  0.14290149E-02
    1670       0  0.16700000E+01  0.00000000E+00  0.17381151E-02  0.20913917E-01  0.14289593E-02
    1671       0  0.16710000E+01  0.00000000E+00  0.17381151E-02  0.20903937E-01  0.14289037E-02
    1672       0  0.16720000E+01  0.00000000E+00  0.17438980E-02  0.20893984E-01  0.14288502E-02
    1673       0  0.16730000E+01  0.00000000E+00  0.17438980E-02  0.20884031E-01  0.14287967E-02
    1674       0  0.16740000E+01  0.00000000E+00  0.17438980E-02  0.20874078E-01  0.14287432E-02
    1675       0  0.16750000E+01  0.00000000E+00  0.17438980E-02  0.20864125E-01  0.14286897E-02
    1676       0  0.16760000E+01  0.00000000E+00  0.17438980E-02  0.20854173E-01  0.14286362E-02
    1677       0  0.16770000E+01  0.00000000E+00  0.17438980E-02  0.20844220E-01  0.14285827E-02
    1678       0  0.16780000E+01  0.00000000E+00  0.17497474E-02  0.20834294E-01  0.14285312E-02
    1679       0  0.16790000E+01  0.00000000E+00  0.17497474E-02  0.20824369E-01  0.14284798E-02
    1680       0  0.16800000E+01  0.00000000E+00  0.17497474E-02  0.20814444E-01  0.14284284E-02
    1681       0  0.16810000E+01  0.00000000E+00  0.17497474E-02  0.20804518E-01  0.14283770E-02
    1682       0  0.16820000E+01  0.00000000E+00  0.17497474E-02  0.20794593E-01  0.14283256E-02
    1683       0  0.16830000E+01  0.00000000E+00  0.17497474E-02  0.20784668E-01  0.14282742E-02
    1684       0  0.16840000E+01  0.00000000E+00  0.17556632E-02  0.20774769E-01  0.14282249E-02
    1685       0  0.16850000E+01  0.00000000E+00  0.17556632E-02  0.20764871E-01  0.14281756E-02
    1686       0  0.16860000E+01  0.00000000E+00  0.17556632E-02  0.20754973E-01  0.14281263E-02
    1687       0  0.16870000E+01  0.00000000E+00  0.17556632E-02  0.20745075E-01  0.14280770E-02
    1688       0  0.16880000E+01  0.00000000E+00  0.17556632E-02  0.20735177E-01  0.14280277E-02
    1689       0  0.16890000E+01  0.00000000E+00  0.17556632E-02  0.20725279E-01  0.14279783E-02
    1690       0  0.16900000E+01  0.00000000E+00  0.17616453E-02  0.20715408E-01  0.14279312E-02
    1691       0  0.16910000E+01  0.00000000E+00  0.17616453E-02  0.20705537E-01  0.14278840E-02
    1692       0  0.16920000E+01  0.00000000E+00  0.17616453E-02  0.20695666E-01  0.14278368E-02
    1693       0  0.16930000E+01  0.00000000E+00  0.17616453E-02  0.20685795E-01  0.14277896E-02
    1694       0  0.16940000E+01  0.00000000E+00  0.17616453E-02  0.20675923E-01  0.14277424E-02
    1695       0  0.16950000E+01  0.00000000E+00  0.17616453E-02  0.20666052E-01  0.14276953E-02
    1696       0  0.16960000E+01  0.00000000E+00  0.17676937E-02  0.20656208E-01  0.14276502E-02
    1697       0  0.16970000E+01  0.00000000E+00  0.17676937E-02  0.20646364E-01  0.14276052E-02
    1698       0  0.16980000E+01  0.00000000E+00  0.17676937E-02  0.20636520E-01  0.14275601E-02
    1699       0  0.16990000E+01  0.00000000E+00  0.17676937E-02  0.20626675E-01  0.14275151E-02
    1700       0  0.17000000E+01  0.00000000E+00  0.17676937E-02  0.20616831E-01  0.14274701E-02
    1701       0  0.17010000E+01  0.00000000E+00  0.17676937E-02  0.20606987E-01  0.14274250E-02
    1702       0  0.17020000E+01  0.00000000E+00  0.17738083E-02  0.20597169E-01  0.14273821E-02
    1703       0  0.17030000E+01  0.00000000E+00  0.17738083E-02  0.20587352E-01  0.14273392E-02
    1704       0  0.17040000E+01  0.00000000E+00  0.17738083E-02  0.20577534E-01  0.14272964E-02
    1705       0  0.17050000E+01  0.00000000E+00  0.17738083E-02  0.20567716E-01  0.14272535E-02
    1706       0  0.17060000E+01  0.00000000E+00  0.17738083E-02  0.20557899E-01  0.14272106E-02
    1707       0  0.17070000E+01  0.00000000E+00  0.17738083E-02  0.20548081E-01  0.14271677E-02
    1708       0  0.17080000E+01  0.00000000E+00  0.17799890E-02  0.20538290E-01  0.14271270E-02
    1709       0  0.17090000E+01  0.00000000E+00  0.17799890E-02  0.20528499E-01  0.14270863E-02
    1710       0  0.17100000E+01  0.00000000E+00  0.17799890E-02  0.20518708E-01  0.14270455E-02
    1711       0  0.17110000E+01  0.00000000E+00  0.17799890E-02  0.20508916E-01  0.14270048E-02
    1712       0  0.17120000E+01  0.00000000E+00  0.17799890E-02  0.20499125E-01  0.14269641E-02
    1713       0  0.17130000E+01  0.00000000E+00  0.17799890E-02  0.20489334E-01  0.14269234E-02
    1714       0  0.17140000E+01  0.00000000E+00  0.17862358E-02  0.20479569E-01  0.14268849E-02
    1715       0  0.17150000E+01  0.00000000E+00  0.17862358E-02  0.20469804E-01  0.14268463E-02
    1716       0  0.17160000E+01  0.00000000E+00  0.17862358E-02  0.20460039E-01  0.14268078E-02
    1717       0  0.17170000E+01  0.00000000E+00  0.17862358E-02  0.20450274E-01  0.14267693E-02
    1718       0  0.17180000E+01  0.00000000E+00  0.17862358E-02  0.20440509E-01  0.14267307E-02
    1719       0  0.17190000E+01  0.00000000E+00  0.17862358E-02  0.20430744E-01  0.14266922E-02
    1720       0  0.17200000E+01  0.00000000E+00  0.17925487E-02  0.20421005E-01  0.14266559E-02
    1721       0  0.17210000E+01  0.00000000E+00  0.17925487E-02  0.20411266E-01  0.14266195E-02
    1722       0  0.17220000E+01  0.00000000E+00  0.17925487E-02  0.20401527E-01  0.14265832E-02
    1723       0  0.17230000E+01  0.00000000E+00  0.17925487E-02  0.20391789E-01  0.14265468E-02
    1724       0  0.17240000E+01  0.00000000E+00  0.17925487E-02  0.20382050E-01  0.14265105E-02
    1725       0  0.17250000E+01  0.00000000E+00  0.17925487E-02  0.20372311E-01  0.14264742E-02
    1726       0  0.17260000E+01  0.00000000E+00  0.17989274E-02  0.20362598E-01  0.14264401E-02
    1727       0  0.17270000E+01  0.00000000E+00  0.17989274E-02  0.20352885E-01  0.14264059E-02
    1728       0  0.17280000E+01  0.00000000E+00  0.17989274E-02  0.20343171E-01  0.14263718E-02
    1729       0  0.17290000E+01  0.00000000E+00  0.17989274E-02  0.20333458E-01  0.14263377E-02
    1730       0  0.17300000E+01  0.00000000E+00  0.17989274E-02  0.20323745E-01  0.14263036E-02
    1731       0  0.17310000E+01  0.00000000E+00  0.17989274E-02  0.20314032E-01  0.14262695E-02
    1732       0  0.17320000E+01  0.00000000E+00  0.18053721E-02  0.20304345E-01  0.14262376E-02
    1733       0  0.17330000E+01  0.00000000E+00  0.18053721E-02  0.20294657E-01  0.14262057E-02
    1734       0  0.17340000E+01  0.00000000E+00  0.18053721E-02  0.20284970E-01  0.14261738E-02
    1735       0  0.17350000E+01  0.00000000E+00  0.18053721E-02  0.20275282E-01  0.14261419E-02
    1736       0  0.17360000E+01  0.00000000E+00  0.18053721E-02  0.20265595E-01  0.14261100E-02
    1737       0  0.17370000E+01  0.00000000E+00  0.18053721E-02  0.20255908E-01  0.14260781E-02
    1738       0  0.17380000E+01  0.00000000E+00  0.18118826E-02  0.20246246E-01  0.14260485E-02
    1739       0  0.17390000E+01  0.00000000E+00  0.18118826E-02  0.20236584E-01  0.14260188E-02
    1740       0  0.17400000E+01  0.00000000E+00  0.18118826E-02  0.20226922E-01  0.14259892E-02
    1741       0  0.17410000E+01  0.00000000E+00  0.18118826E-02  0.20217260E-01  0.14259595E-02
    1742       0  0.17420000E+01  0.00000000E+00  0.18118826E-02  0.20207598E-01  0.14259299E-02
    1743       0  0.17430000E+01  0.00000000E+00  0.18118826E-02  0.20197936E-01  0.14259002E-02
    1744       0  0.17440000E+01  0.00000000E+00  0.18184588E-02  0.20188299E-01  0.14258728E-02
    1745       0  0.17450000E+01  0.00000000E+00  0.18184588E-02  0.20178662E-01  0.14258454E-02
    1746       0  0.17460000E+01  0.00000000E+00  0.18184588E-02  0.20169026E-01  0.14258181E-02
    1747       0  0.17470000E+01  0.00000000E+00  0.18184588E-02  0.20159389E-01  0.14257907E-02
    1748       0  0.17480000E+01  0.00000000E+00  0.18184588E-02  0.20149752E-01  0.14257633E-02
    1749       0  0.17490000E+01  0.00000000E+00  0.18184588E-02  0.20140116E-01  0.14257359E-02
    1750       0  0.17500000E+01  0.00000000E+00  0.18251008E-02  0.20130504E-01  0.14257108E-02
    1751       0  0.17510000E+01  0.00000000E+00  0.18251008E-02  0.20120892E-01  0.14256857E-02
    1752       0  0.17520000E+01  0.00000000E+00  0.18251008E-02  0.20111281E-01  0.14256605E-02
    1753       0  0.17530000E+01  0.00000000E+00  0.18251008E-02  0.20101669E-01  0.14256354E-02
    1754       0  0.17540000E+01  0.00000000E+00  0.18251008E-02  0.20092058E-01  0.14256103E-02
    1755       0  0.17550000E+01  0.00000000E+00  0.18251008E-02  0.20082446E-01  0.14255852E-02
    1756       0  0.17560000E+01  0.00000000E+00  0.18318084E-02  0.20072859E-01  0.14255624E-02
    1757       0  0.17570000E+01  0.00000000E+00  0.18318084E-02  0.20063273E-01  0.14255396E-02
    1758       0  0.17580000E+01  0.00000000E+00  0.18318084E-02  0.20053686E-01  0.14255167E-02
    1759       0  0.17590000E+01  0.00000000E+00  0.18318084E-02  0.20044099E-01  0.14254939E-02
    1760       0  0.17600000E+01  0.00000000E+00  0.18318084E-02  0.20034513E-01  0.14254711E-02
    1761       0  0.17610000E+01  0.00000000E+00  0.18318084E-02  0.20024926E-01  0.14254483E-02
    1762       0  0.17620000E+01  0.00000000E+00  0.18385817E-02  0.20015364E-01  0.14254277E-02
    1763       0  0.17630000E+01  0.00000000E+00  0.18385817E-02  0.20005802E-01  0.14254072E-02
    1764       0  0.17640000E+01  0.00000000E+00  0.18385817E-02  0.19996240E-01  0.14253867E-02
    1765       0  0.17650000E+01  0.00000000E+00  0.18385817E-02  0.19986678E-01  0.14253662E-02
    1766       0  0.17660000E+01  0.00000000E+00  0.18385817E-02  0.19977116E-01  0.14253456E-02
    1767       0  0.17670000E+01  0.00000000E+00  0.18385817E-02  0.19967554E-01  0.14253251E-02
    1768       0  0.17680000E+01  0.00000000E+00  0.18454205E-02  0.19958017E-01  0.14253069E-02
    1769       0  0.17690000E+01  0.00000000E+00  0.18454205E-02  0.19948479E-01  0.14252887E-02
    1770       0  0.17700000E+01  0.00000000E+00  0.18454205E-02  0.19938942E-01  0.14252705E-02
    1771       0  0.17710000E+01  0.00000000E+00  0.18454205E-02  0.19929405E-01  0.14252523E-02
    1772       0  0.17720000E+01  0.00000000E+00  0.18454205E-02  0.19919867E-01  0.14252341E-02
    1773       0  0.17730000E+01  0.00000000E+00  0.18454205E-02  0.19910330E-01  0.14252159E-02
    1774       0  0.17740000E+01  0.00000000E+00  0.18523248E-02  0.19900817E-01  0.14252000E-02
    1775       0  0.17750000E+01  0.00000000E+00  0.18523248E-02  0.19891304E-01  0.14251842E-02
    1776       0  0.17760000E+01  0.00000000E+00  0.18523248E-02  0.19881791E-01  0.14251683E-02
    1777       0  0.17770000E+01  0.00000000E+00  0.18523248E-02  0.19872278E-01  0.14251524E-02
    1778       0  0.17780000E+01  0.00000000E+00  0.18523248E-02  0.19862765E-01  0.14251366E-02
    1779       0  0.17790000E+01  0.00000000E+00  0.18523248E-02  0.19853252E-01  0.14251207E-02
    1780       0  0.17800000E+01  0.00000000E+00  0.18592945E-02  0.19843763E-01  0.14251072E-02
    1781       0  0.17810000E+01  0.00000000E+00  0.18592945E-02  0.19834274E-01  0.14250937E-02
    1782       0  0.17820000E+01  0.00000000E+00  0.18592945E-02  0.19824785E-01  0.14250801E-02
    1783       0  0.17830000E+01  0.00000000E+00  0.18592945E-02  0.19815297E-01  0.14250666E-02
    1784       0  0.17840000E+01  0.00000000E+00  0.18592945E-02  0.19805808E-01  0.14250531E-02
    1785       0  0.17850000E+01  0.00000000E+00  0.18592945E-02  0.19796319E-01  0.14250396E-02
    1786       0  0.17860000E+01  0.00000000E+00  0.18663297E-02  0.19786854E-01  0.14250284E-02
    1787       0  0.17870000E+01  0.00000000E+00  0.18663297E-02  0.19777390E-01  0.14250173E-02
    1788       0  0.17880000E+01  0.00000000E+00  0.18663297E-02  0.19767925E-01  0.14250061E-02
    1789       0  0.17890000E+01  0.00000000E+00  0.18663297E-02  0.19758460E-01  0.14249950E-02
    1790       0  0.17900000E+01  0.00000000E+00  0.18663297E-02  0.19748995E-01  0.14249838E-02
    1791       0  0.17910000E+01  0.00000000E+00  0.18663297E-02  0.19739530E-01  0.14249727E-02
    1792       0  0.17920000E+01  0.00000000E+00  0.18734302E-02  0.19730090E-01  0.14249639E-02
    1793       0  0.17930000E+01  0.00000000E+00  0.18734302E-02  0.19720649E-01  0.14249551E-02
    1794       0  0.17940000E+01  0.00000000E+00  0.18734302E-02  0.19711208E-01  0.14249463E-02
    1795       0  0.17950000E+01  0.00000000E+00  0.18734302E-02  0.19701767E-01  0.14249375E-02
    1796       0  0.17960000E+01  0.00000000E+00  0.18734302E-02  0.19692326E-01  0.14249288E-02
    1797       0  0.17970000E+01  0.00000000E+00  0.18734302E-02  0.19682885E-01  0.14249200E-02
    1798       0  0.17980000E+01  0.00000000E+00  0.18805960E-02  0.19673468E-01  0.14249136E-02
    1799       0  0.17990000E+01  0.00000000E+00  0.18805960E-02  0.19664051E-01  0.14249072E-02
    1800       0  0.18000000E+01  0.00000000E+00  0.18805960E-02  0.19654634E-01  0.14249008E-02
    1801       0  0.18010000E+01  0.00000000E+00  0.18805960E-02  0.19645216E-01  0.14248945E-02
    1802       0  0.18020000E+01  0.00000000E+00  0.18805960E-02  0.19635799E-01  0.14248881E-02
    1803       0  0.18030000E+01  0.00000000E+00  0.18805960E-02  0.19626382E-01  0.14248817E-02
    1804       0  0.18040000E+01  0.00000000E+00  0.18878271E-02  0.19616988E-01  0.14248777E-02
    1805       0  0.18050000E+01  0.00000000E+00  0.18878271E-02  0.19607595E-01  0.14248737E-02
    1806       0  0.18060000E+01  0.00000000E+00  0.18878271E-02  0.19598201E-01  0.14248698E-02
    1807       0  0.18070000E+01  0.00000000E+00  0.18878271E-02  0.19588808E-01  0.14248658E-02
    1808       0  0.18080000E+01  0.00000000E+00  0.18878271E-02  0.19579414E-01  0.14248618E-02
    1809       0  0.18090000E+01  0.00000000E+00  0.18878271E-02  0.19570020E-01  0.14248579E-02
    1810       0  0.18100000E+01  0.00000000E+00  0.18951234E-02  0.19560650E-01  0.14248563E-02
    1811       0  0.18110000E+01  0.00000000E+00  0.18951234E-02  0.19551280E-01  0.14248548E-02
    1812       0  0.18120000E+01  0.00000000E+00  0.18951234E-02  0.19541910E-01  0.14248532E-02
    1813       0  0.18130000E+01  0.00000000E+00  0.18951234E-02  0.19532539E-01  0.14248517E-02
    1814       0  0.18140000E+01  0.00000000E+00  0.18951234E-02  0.19523169E-01  0.14248501E-02
    1815       0  0.18150000E+01  0.00000000E+00  0.18951234E-02  0.19513799E-01  0.14248486E-02
    1816       0  0.18160000E+01  0.00000000E+00  0.19024849E-02  0.19504452E-01  0.14248494E-02
    1817       0  0.18170000E+01  0.00000000E+00  0.19024849E-02  0.19495105E-01  0.14248503E-02
    1818       0  0.18180000E+01  0.00000000E+00  0.19024849E-02  0.19485758E-01  0.14248512E-02
    1819       0  0.18190000E+01  0.00000000E+00  0.19024849E-02  0.19476411E-01  0.14248521E-02
    1820       0  0.18200000E+01  0.00000000E+00  0.19024849E-02  0.19467064E-01  0.14248530E-02
    1821       0  0.18210000E+01  0.00000000E+00  0.19024849E-02  0.19457717E-01  0.14248539E-02
    1822       0  0.18220000E+01  0.00000000E+00  0.19099115E-02  0.19448393E-01  0.14248572E-02
    1823       0  0.18230000E+01  0.00000000E+00  0.19099115E-02  0.19439069E-01  0.14248606E-02
    1824       0  0.18240000E+01  0.00000000E+00  0.19099115E-02  0.19429745E-01  0.14248639E-02
    1825       0  0.18250000E+01  0.00000000E+00  0.19099115E-02  0.19420421E-01  0.14248673E-02
    1826       0  0.18260000E+01  0.00000000E+00  0.19099115E-02  0.19411097E-01  0.14248706E-02
    1827       0  0.18270000E+01  0.00000000E+00  0.19099115E-02  0.19401773E-01  0.14248740E-02
    1828       0  0.18280000E+01  0.00000000E+00  0.19174032E-02  0.19392472E-01  0.14248798E-02
    1829       0  0.18290000E+01  0.00000000E+00  0.19174032E-02  0.19383171E-01  0.14248856E-02
    1830       0  0.18300000E+01  0.00000000E+00  0.19174032E-02  0.19373870E-01  0.14248914E-02
    1831       0  0.18310000E+01  0.00000000E+00  0.19174032E-02  0.19364569E-01  0.14248972E-02
    1832       0  0.18320000E+01  0.00000000E+00  0.19174032E-02  0.19355268E-01  0.14249030E-02
    1833       0  0.18330000E+01  0.00000000E+00  0.19174032E-02  0.19345967E-01  0.14249088E-02
    1834       0  0.18340000E+01  0.00000000E+00  0.19249600E-02  0.19336689E-01  0.14249171E-02
    1835       0  0.18350000E+01  0.00000000E+00  0.19249600E-02  0.19327410E-01  0.14249254E-02
    1836       0  0.18360000E+01  0.00000000E+00  0.19249600E-02  0.19318132E-01  0.14249337E-02
    1837       0  0.18370000E+01  0.00000000E+00  0.19249600E-02  0.19308854E-01  0.14249420E-02
    1838       0  0.18380000E+01  0.00000000E+00  0.19249600E-02  0.19299575E-01  0.14249503E-02
    1839       0  0.18390000E+01  0.00000000E+00  0.19249600E-02  0.19290297E-01  0.14249586E-02
    1840       0  0.18400000E+01  0.00000000E+00  0.19325818E-02  0.19281042E-01  0.14249694E-02
    1841       0  0.18410000E+01  0.00000000E+00  0.19325818E-02  0.19271786E-01  0.14249802E-02
    1842       0  0.18420000E+01  0.00000000E+00  0.19325818E-02  0.19262530E-01  0.14249910E-02
    1843       0  0.18430000E+01  0.00000000E+00  0.19325818E-02  0.19253275E-01  0.14250018E-02
    1844       0  0.18440000E+01  0.00000000E+00  0.19325818E-02  0.19244019E-01  0.14250126E-02
    1845       0  0.18450000E+01  0.00000000E+00  0.19325818E-02  0.19234763E-01  0.14250234E-02
    1846       0  0.18460000E+01  0.00000000E+00  0.19402687E-02  0.19225530E-01  0.14250367E-02
    1847       0  0.18470000E+01  0.00000000E+00  0.19402687E-02  0.19216297E-01  0.14250500E-02
    1848       0  0.18480000E+01  0.00000000E+00  0.19402687E-02  0.19207064E-01  0.14250634E-02
    1849       0  0.18490000E+01  0.00000000E+00  0.19402687E-02  0.19197830E-01  0.14250767E-02
    1850       0  0.18500000E+01  0.00000000E+00  0.19402687E-02  0.19188597E-01  0.14250900E-02
    1851       0  0.18510000E+01  0.00000000E+00  0.19402687E-02  0.19179364E-01  0.14251033E-02
    1852       0  0.18520000E+01  0.00000000E+00  0.19480204E-02  0.19170153E-01  0.14251191E-02
    1853       0  0.18530000E+01  0.00000000E+00  0.19480204E-02  0.19160942E-01  0.14251350E-02
    1854       0  0.18540000E+01  0.00000000E+00  0.19480204E-02  0.19151731E-01  0.14251508E-02
    1855       0  0.18550000E+01  0.00000000E+00  0.19480204E-02  0.19142521E-01  0.14251667E-02
    1856       0  0.18560000E+01  0.00000000E+00  0.19480204E-02  0.19133310E-01  0.14251825E-02
    1857       0  0.18570000E+01  0.00000000E+00  0.19480204E-02  0.19124099E-01  0.14251984E-02
    1858       0  0.18580000E+01  0.00000000E+00  0.19558372E-02  0.19114910E-01  0.14252167E-02
    1859       0  0.18590000E+01  0.00000000E+00  0.19558372E-02  0.19105721E-01  0.14252351E-02
    1860       0  0.18600000E+01  0.00000000E+00  0.19558372E-02  0.19096533E-01  0.14252535E-02
    1861       0  0.18610000E+01  0.00000000E+00  0.19558372E-02  0.19087344E-01  0.14252719E-02
    1862       0  0.18620000E+01  0.00000000E+00  0.19558372E-02  0.19078155E-01  0.14252903E-02
    1863       0  0.18630000E+01  0.00000000E+00  0.19558372E-02  0.19068967E-01  0.14253087E-02
    1864       0  0.18640000E+01  0.00000000E+00  0.19637188E-02  0.19059800E-01  0.14253296E-02
    1865       0  0.18650000E+01  0.00000000E+00  0.19637188E-02  0.19050633E-01  0.14253506E-02
    1866       0  0.18660000E+01  0.00000000E+00  0.19637188E-02  0.19041467E-01  0.14253715E-02
    1867       0  0.18670000E+01  0.00000000E+00  0.19637188E-02  0.19032300E-01  0.14253925E-02
    1868       0  0.18680000E+01  0.00000000E+00  0.19637188E-02  0.19023133E-01  0.14254134E-02
    1869       0  0.18690000E+01  0.00000000E+00  0.19637188E-02  0.19013967E-01  0.14254344E-02
    1870       0  0.18700000E+01  0.00000000E+00  0.19716653E-02  0.19004822E-01  0.14254579E-02
    1871       0  0.18710000E+01  0.00000000E+00  0.19716653E-02  0.18995677E-01  0.14254814E-02
    1872       0  0.18720000E+01  0.00000000E+00  0.19716653E-02  0.18986532E-01  0.14255050E-02
    1873       0  0.18730000E+01  0.00000000E+00  0.19716653E-02  0.18977388E-01  0.14255285E-02
    1874       0  0.18740000E+01  0.00000000E+00  0.19716653E-02  0.18968243E-01  0.14255520E-02
    1875       0  0.18750000E+01  0.00000000E+00  0.19716653E-02  0.18959098E-01  0.14255755E-02
    1876       0  0.18760000E+01  0.00000000E+00  0.19796767E-02  0.18949975E-01  0.14256017E-02
    1877       0  0.18770000E+01  0.00000000E+00  0.19796767E-02  0.18940852E-01  0.14256278E-02
    1878       0  0.18780000E+01  0.00000000E+00  0.19796767E-02  0.18931729E-01  0.14256539E-02
    1879       0  0.18790000E+01  0.00000000E+00  0.19796767E-02  0.18922606E-01  0.14256800E-02
    1880       0  0.18800000E+01  0.00000000E+00  0.19796767E-02  0.18913483E-01  0.14257061E-02
    1881       0  0.18810000E+01  0.00000000E+00  0.19796767E-02  0.18904360E-01  0.14257322E-02
    1882       0  0.18820000E+01  0.00000000E+00  0.19877528E-02  0.18895259E-01  0.14257610E-02
    1883       0  0.18830000E+01  0.00000000E+00  0.19877528E-02  0.18886157E-01  0.14257897E-02
    1884       0  0.18840000E+01  0.00000000E+00  0.19877528E-02  0.18877056E-01  0.14258184E-02
    1885       0  0.18850000E+01  0.00000000E+00  0.19877528E-02  0.18867954E-01  0.14258471E-02
    1886       0  0.18860000E+01  0.00000000E+00  0.19877528E-02  0.18858853E-01  0.14258759E-02
    1887       0  0.18870000E+01  0.00000000E+00  0.19877528E-02  0.18849752E-01  0.14259046E-02
    1888       0  0.18880000E+01  0.00000000E+00  0.19958938E-02  0.18840672E-01  0.14259359E-02
    1889       0  0.18890000E+01  0.00000000E+00  0.19958938E-02  0.18831592E-01  0.14259673E-02
    1890       0  0.18900000E+01  0.18014336E-02  0.19958938E-02  0.18822606E-01  0.14259986E-02
    1891       0  0.18910000E+01 -0.19578566E-01  0.19958938E-02  0.18812502E-01  0.14260300E-02
    1892       0  0.18920000E+01 -0.40958565E-01  0.19958938E-02  0.18801280E-01  0.14260613E-02
    1893       0  0.18930000E+01 -0.62338564E-01  0.19958938E-02  0.18788939E-01  0.14260927E-02
    1894       0  0.18940000E+01 -0.83718563E-01  0.20026866E-02  0.18775501E-01  0.14261262E-02
    1895       0  0.18950000E+01 -0.10509856E+00  0.20026866E-02  0.18760942E-01  0.14261597E-02
    1896       0  0.18960000E+01 -0.12647856E+00  0.20026866E-02  0.18745262E-01  0.14261932E-02
    1897       0  0.18970000E+01 -0.14785856E+00  0.20026866E-02  0.18728462E-01  0.14262267E-02
    1898       0  0.18980000E+01 -0.16923856E+00  0.20026866E-02  0.18710540E-01  0.14262602E-02
    1899       0  0.18990000E+01 -0.19061856E+00  0.20044536E-02  0.18691542E-01  0.14262943E-02
    1900       0  0.19000000E+01 -0.21199856E+00  0.20044536E-02  0.18671421E-01  0.14263283E-02
    1901       0  0.19010000E+01 -0.23337856E+00  0.20044536E-02  0.18650179E-01  0.14263623E-02
    1902       0  0.19020000E+01 -0.25475856E+00  0.20044536E-02  0.18627815E-01  0.14263964E-02
    1903       0  0.19030000E+01 -0.27613856E+00  0.20044536E-02  0.18604328E-01  0.14264304E-02
    1904       0  0.19040000E+01 -0.29751855E+00  0.20025367E-02  0.18579798E-01  0.14264637E-02
    1905       0  0.19050000E+01 -0.31889855E+00  0.20025367E-02  0.18554147E-01  0.14264970E-02
    1906       0  0.19060000E+01 -0.34027855E+00  0.20025367E-02  0.18527373E-01  0.14265304E-02
    1907       0  0.19070000E+01 -0.36165855E+00  0.20025367E-02  0.18499477E-01  0.14265637E-02
    1908       0  0.19080000E+01 -0.38303855E+00  0.20025367E-02  0.18470459E-01  0.14265970E-02
    1909       0  0.19090000E+01 -0.40441855E+00  0.19969404E-02  0.18440442E-01  0.14266284E-02
    1910       0  0.19100000E+01 -0.42579855E+00  0.19969404E-02  0.18409304E-01  0.14266598E-02
    1911       0  0.19110000E+01 -0.44717855E+00  0.19969404E-02  0.18377045E-01  0.14266912E-02
    1912       0  0.19120000E+01 -0.46855855E+00  0.19969404E-02  0.18343665E-01  0.14267226E-02
    1913       0  0.19130000E+01 -0.48993855E+00  0.19898256E-02  0.18309300E-01  0.14267516E-02
